T,O,value
516,10,7
517,10,17
518,10,8
519,10,15
520,10,8
521,10,15
522,10,8
523,10,16
524,10,9
525,10,15
526,10,10
527,10,14
528,10,28
529,10,5
530,10,17
531,10,8
532,10,14
533,10,10
534,10,39
535,10,9
536,10,15
537,10,9
538,10,16
539,10,8
540,10,15
541,10,8
542,10,15
543,10,10
544,10,41
545,10,7
546,10,18
547,10,10
548,10,11
549,10,8
550,10,17
551,10,8
552,10,16
553,10,22
554,10,9
555,10,17
556,10,5
557,10,8
558,10,10
559,10,14
560,10,8
561,10,10
562,10,17
563,10,6
564,10,11
565,10,6
566,10,6
567,10,21
568,10,5
569,10,5
570,10,19
571,10,17
572,10,4
573,10,19
574,10,7
575,10,18
576,10,5
577,10,6
578,10,13
579,10,4
580,10,8
581,10,11
582,10,16
583,10,33
584,10,6
585,10,19
586,10,5
587,10,9
588,10,9
589,10,5
590,10,9
591,10,9
592,10,7
593,10,16
594,10,15
595,10,5
596,10,36
597,10,8
598,10,9
599,10,5
600,10,9
601,10,9
602,10,15
603,10,9
604,10,15
605,10,10
606,10,14
607,10,11
608,10,6
609,10,9
610,10,9
611,10,5
612,10,8
613,10,11
614,10,13
615,10,10
616,10,14
617,10,12
618,10,5
619,10,17
620,10,15
621,10,9
622,10,7
623,10,33
624,10,15
625,10,5
626,10,36
627,10,16
628,10,10
629,10,5
630,10,7
631,10,10
632,10,16
633,10,7
634,10,17
635,10,7
636,10,15
637,10,10
638,10,16
639,10,9
640,10,7
641,10,6
642,10,15
643,10,11
644,10,8
645,10,15
646,10,10
647,10,14
648,10,9
649,10,14
650,10,10
651,10,16
652,10,39
653,10,18
654,10,14
655,10,16
656,10,41
657,10,16
658,10,8
659,10,14
660,10,12
661,10,13
662,10,10
663,10,14
664,10,9
665,10,24
666,10,14
667,10,10
668,10,9
669,10,7
670,10,8
671,10,15
672,10,9
673,10,16
674,10,28
675,10,28
676,10,16
677,10,7
678,10,16
679,10,9
680,10,14
681,10,26
682,10,8
683,10,16
684,10,6
685,10,9
686,10,48
687,10,10
688,10,7
689,10,14
690,10,10
691,10,14
692,10,10
693,10,12
694,10,12
695,10,14
696,10,58
697,10,7
698,10,9
699,10,10
700,10,30
701,10,6
702,10,10
703,10,16
704,10,10
705,10,13
706,10,12
707,10,11
708,10,34
709,10,16
710,10,52
711,10,5
712,10,23
713,10,14
714,10,12
715,10,36
716,10,10
717,10,15
718,10,11
719,10,4
720,10,10
