T,O,G,value
176,6,Wind,0.31
177,6,Wind,0.31
178,6,Wind,0.17
179,6,Wind,0.38
180,6,Wind,0.45
181,6,Wind,0.33
182,6,Wind,0.32
183,6,Wind,0.41
184,6,Wind,0.46
185,6,Wind,0.62
186,6,Wind,0.65
187,6,Wind,0.71
188,6,Wind,0.65
189,6,Wind,0.58
190,6,Wind,0.18
191,6,Wind,0.49
192,6,Wind,0.75
193,6,Wind,0.38
194,6,Wind,0.52
195,6,Wind,0.64
196,6,Wind,0.27
197,6,Wind,0.07
198,6,Wind,0.02
199,6,Wind,0.05
200,6,Wind,0.02
201,6,Wind,0.02
202,6,Wind,0.21
203,6,Wind,0.15
204,6,Wind,0.08
205,6,Wind,0.07
206,6,Wind,0.29
207,6,Wind,0.31
208,6,Wind,0.22
209,6,Wind,0.06
210,6,Wind,0.18
211,6,Wind,0.13
212,6,Wind,0.04
213,6,Wind,0.03
214,6,Wind,0.03
215,6,Wind,0.41
216,6,Wind,0.72
217,6,Wind,0.62
218,6,Wind,0.16
219,6,Wind,0.71
220,6,Wind,0.28
221,6,Wind,0.51
222,6,Wind,0.18
223,6,Wind,0.47
224,6,Wind,0.08
225,6,Wind,0.63
226,6,Wind,0.78
227,6,Wind,0.64
228,6,Wind,0.4
229,6,Wind,0.14
230,6,Wind,0.07
231,6,Wind,0.16
232,6,Wind,0.41
233,6,Wind,0.67
234,6,Wind,0.88
235,6,Wind,0.24
236,6,Wind,0.51
237,6,Wind,0.24
238,6,Wind,0.35
239,6,Wind,0.69
240,6,Wind,0.15
241,6,Wind,0.56
242,6,Wind,0.67
243,6,Wind,0.26
244,6,Wind,0.73
245,6,Wind,0.67
246,6,Wind,0.39
247,6,Wind,0.09
248,6,Wind,0.14
249,6,Wind,0.24
250,6,Wind,0.15
251,6,Wind,0.16
252,6,Wind,0.83
253,6,Wind,0.71
254,6,Wind,0.83
255,6,Wind,0.75
256,6,Wind,0.86
257,6,Wind,0.84
258,6,Wind,0.47
259,6,Wind,0.12
260,6,Wind,0.1
261,6,Wind,0.06
262,6,Wind,0.16
263,6,Wind,0.46
264,6,Wind,0.6
265,6,Wind,0.6
266,6,Wind,0.77
267,6,Wind,0.55
268,6,Wind,0.55
269,6,Wind,0.23
270,6,Wind,0.42
271,6,Wind,0.14
272,6,Wind,0.68
273,6,Wind,0.75
274,6,Wind,0.77
275,6,Wind,0.68
276,6,Wind,0.24
277,6,Wind,0.47
278,6,Wind,0.51
279,6,Wind,0.74
280,6,Wind,0.66
281,6,Wind,0.26
282,6,Wind,0.09
283,6,Wind,0.51
284,6,Wind,0.59
285,6,Wind,0.37
286,6,Wind,0.32
287,6,Wind,0.51
288,6,Wind,0.61
289,6,Wind,0.4
290,6,Wind,0.53
291,6,Wind,0.37
292,6,Wind,0.33
293,6,Wind,0.42
294,6,Wind,0.51
295,6,Wind,0.45
296,6,Wind,0.2
297,6,Wind,0.63
298,6,Wind,0.61
299,6,Wind,0.14
300,6,Wind,0.1
301,6,Wind,0.32
302,6,Wind,0.6
303,6,Wind,0.88
304,6,Wind,0.63
305,6,Wind,0.64
306,6,Wind,0.84
307,6,Wind,0.84
308,6,Wind,0.75
309,6,Wind,0.68
310,6,Wind,0.48
311,6,Wind,0.14
312,6,Wind,0.15
313,6,Wind,0.33
314,6,Wind,0.57
315,6,Wind,0.64
316,6,Wind,0.59
317,6,Wind,0.92
318,6,Wind,0.83
319,6,Wind,0.6
320,6,Wind,0.31
321,6,Wind,0.24
322,6,Wind,0.1
323,6,Wind,0.05
324,6,Wind,0.12
325,6,Wind,0.05
326,6,Wind,0.12
327,6,Wind,0.05
328,6,Wind,0.1
329,6,Wind,0.07
330,6,Wind,0.22
331,6,Wind,0.19
332,6,Wind,0.15
333,6,Wind,0.34
334,6,Wind,0.3
335,6,Wind,0.33
336,6,Wind,0.12
337,6,Wind,0.02
338,6,Wind,0.13
339,6,Wind,0.33
340,6,Wind,0.52
341,6,Wind,0.58
342,6,Wind,0.7
343,6,Wind,0.64
344,6,Wind,0.34
345,6,Wind,0.32
346,6,Wind,0.1
347,6,Wind,0.09
348,6,Wind,0.24
349,6,Wind,0.62
350,6,Wind,0.56
351,6,Wind,0.26
352,6,Wind,0.1
353,6,Wind,0.01
354,6,Wind,0.09
355,6,Wind,0.15
356,6,Wind,0.28
357,6,Wind,0.4
358,6,Wind,0.21
359,6,Wind,0.43
360,6,Wind,0.13
361,6,Wind,0.15
362,6,Wind,0.48
363,6,Wind,0.71
364,6,Wind,0.37
365,6,Wind,0.27
366,6,Wind,0.16
367,6,Wind,0.12
368,6,Wind,0.41
369,6,Wind,0.62
370,6,Wind,0.6
371,6,Wind,0.7
372,6,Wind,0.66
373,6,Wind,0.24
374,6,Wind,0.22
375,6,Wind,0.18
376,6,Wind,0.12
377,6,Wind,0.29
378,6,Wind,0.6
379,6,Wind,0.34
380,6,Wind,0.1
381,6,Wind,0.06
382,6,Wind,0.05
383,6,Wind,0.07
384,6,Wind,0.35
385,6,Wind,0.28
386,6,Wind,0.31
387,6,Wind,0.87
388,6,Wind,0.85
389,6,Wind,0.71
390,6,Wind,0.32
391,6,Wind,0.14
392,6,Wind,0.53
393,6,Wind,0.35
394,6,Wind,0.22
395,6,Wind,0.36
396,6,Wind,0.57
397,6,Wind,0.26
398,6,Wind,0.1
399,6,Wind,0.06
400,6,Wind,0.1
401,6,Wind,0.03
402,6,Wind,0.09
403,6,Wind,0.11
404,6,Wind,0.05
405,6,Wind,0.26
406,6,Wind,0.5
407,6,Wind,0.77
408,6,Wind,0.74
409,6,Wind,0.86
410,6,Wind,0.87
411,6,Wind,0.52
412,6,Wind,0.08
413,6,Wind,0.11
414,6,Wind,0.12
415,6,Wind,0.6
416,6,Wind,0.72
417,6,Wind,0.42
418,6,Wind,0.51
419,6,Wind,0.23
420,6,Wind,0.07
421,6,Wind,0.18
422,6,Wind,0.38
423,6,Wind,0.64
424,6,Wind,0.55
425,6,Wind,0.31
426,6,Wind,0.04
427,6,Wind,0.09
428,6,Wind,0.22
429,6,Wind,0.08
430,6,Wind,0.22
431,6,Wind,0.36
432,6,Wind,0.2
433,6,Wind,0.28
434,6,Wind,0.24
435,6,Wind,0.38
436,6,Wind,0.68
437,6,Wind,0.83
438,6,Wind,0.68
439,6,Wind,0.38
440,6,Wind,0.11
441,6,Wind,0.48
442,6,Wind,0.43
443,6,Wind,0.27
444,6,Wind,0.56
445,6,Wind,0.4
446,6,Wind,0.14
447,6,Wind,0.49
448,6,Wind,0.74
449,6,Wind,0.69
450,6,Wind,0.63
451,6,Wind,0.88
452,6,Wind,0.61
453,6,Wind,0.61
454,6,Wind,0.6
455,6,Wind,0.18
456,6,Wind,0.11
457,6,Wind,0.05
458,6,Wind,0.16
459,6,Wind,0.29
460,6,Wind,0.62
461,6,Wind,0.57
462,6,Wind,0.39
463,6,Wind,0.47
464,6,Wind,0.57
465,6,Wind,0.11
466,6,Wind,0.09
467,6,Wind,0.04
468,6,Wind,0.22
469,6,Wind,0.35
470,6,Wind,0.32
471,6,Wind,0.13
472,6,Wind,0.02
473,6,Wind,0.04
474,6,Wind,0.08
475,6,Wind,0.17
476,6,Wind,0.38
477,6,Wind,0.54
478,6,Wind,0.66
479,6,Wind,0.6
480,6,Wind,0.79
481,6,Wind,0.76
482,6,Wind,0.65
483,6,Wind,0.43
484,6,Wind,0.26
485,6,Wind,0.26
486,6,Wind,0.69
487,6,Wind,0.82
488,6,Wind,0.88
489,6,Wind,0.6
490,6,Wind,0.21
491,6,Wind,0.47
492,6,Wind,0.22
493,6,Wind,0.5
494,6,Wind,0.54
495,6,Wind,0.47
496,6,Wind,0.37
497,6,Wind,0.4
498,6,Wind,0.55
499,6,Wind,0.58
500,6,Wind,0.4
501,6,Wind,0.26
502,6,Wind,0.2
503,6,Wind,0.23
504,6,Wind,0.5
505,6,Wind,0.44
506,6,Wind,0.7
507,6,Wind,0.87
508,6,Wind,0.92
509,6,Wind,0.94
510,6,Wind,0.8
511,6,Wind,0.51
512,6,Wind,0.82
513,6,Wind,0.86
514,6,Wind,0.66
515,6,Wind,0.41
516,6,Wind,0.21
517,6,Wind,0.04
518,6,Wind,0.05
519,6,Wind,0.21
520,6,Wind,0.36
521,6,Wind,0.47
522,6,Wind,0.59
523,6,Wind,0.57
524,6,Wind,0.71
525,6,Wind,0.68
526,6,Wind,0.89
527,6,Wind,0.51
528,6,Wind,0.43
529,6,Wind,0.3
530,6,Wind,0.71
531,6,Wind,0.11
532,6,Wind,0.04
533,6,Wind,0.06
534,6,Wind,0.29
535,6,Wind,0.3
536,6,Wind,0.2
537,6,Wind,0.34
538,6,Wind,0.22
539,6,Wind,0.06
540,6,Wind,0.03
541,6,Wind,0.19
542,6,Wind,0.29
543,6,Wind,0.08
544,6,Wind,0.62
545,6,Wind,0.12
546,6,Wind,0.34
547,6,Wind,0.18
548,6,Wind,0.37
549,6,Wind,0.6
550,6,Wind,0.57
551,6,Wind,0.21
552,6,Wind,0.04
553,6,Wind,0.15
554,6,Wind,0.26
555,6,Wind,0.18
556,6,Wind,0.27
557,6,Wind,0.31
558,6,Wind,0.54
559,6,Wind,0.26
560,6,Wind,0.08
561,6,Wind,0.04
562,6,Wind,0.05
563,6,Wind,0.02
564,6,Wind,0.15
565,6,Wind,0.12
566,6,Wind,0.05
567,6,Wind,0.11
568,6,Wind,0.28
569,6,Wind,0.44
570,6,Wind,0.82
571,6,Wind,0.19
572,6,Wind,0.63
573,6,Wind,0.17
574,6,Wind,0.18
575,6,Wind,0.23
576,6,Wind,0.27
577,6,Wind,0.11
578,6,Wind,0.09
579,6,Wind,0.28
580,6,Wind,0.48
581,6,Wind,0.41
582,6,Wind,0.42
583,6,Wind,0.16
584,6,Wind,0.01
585,6,Wind,0.14
586,6,Wind,0.27
587,6,Wind,0.2
588,6,Wind,0.04
589,6,Wind,0.02
590,6,Wind,0.02
591,6,Wind,0.09
592,6,Wind,0.04
593,6,Wind,0.06
594,6,Wind,0.39
595,6,Wind,0.21
596,6,Wind,0.49
597,6,Wind,0.86
598,6,Wind,0.53
599,6,Wind,0.34
600,6,Wind,0.65
601,6,Wind,0.91
602,6,Wind,0.98
603,6,Wind,0.83
604,6,Wind,0.44
605,6,Wind,0.73
606,6,Wind,0.79
607,6,Wind,0.75
608,6,Wind,0.58
609,6,Wind,0.68
610,6,Wind,0.52
611,6,Wind,0.65
612,6,Wind,0.78
613,6,Wind,0.53
614,6,Wind,0.72
615,6,Wind,0.69
616,6,Wind,0.86
617,6,Wind,0.22
618,6,Wind,0.79
619,6,Wind,0.47
620,6,Wind,0.32
621,6,Wind,0.43
622,6,Wind,0.5
623,6,Wind,0.46
624,6,Wind,0.26
625,6,Wind,0.24
626,6,Wind,0.07
627,6,Wind,0.07
628,6,Wind,0.2
629,6,Wind,0.23
630,6,Wind,0.61
631,6,Wind,0.41
632,6,Wind,0.28
633,6,Wind,0.44
634,6,Wind,0.91
635,6,Wind,0.91
636,6,Wind,0.38
637,6,Wind,0.59
638,6,Wind,0.15
639,6,Wind,0.41
640,6,Wind,0.38
641,6,Wind,0.73
642,6,Wind,0.45
643,6,Wind,0.94
644,6,Wind,0.92
645,6,Wind,0.76
646,6,Wind,0.95
647,6,Wind,0.73
648,6,Wind,0.14
649,6,Wind,0.41
650,6,Wind,0.77
651,6,Wind,0.93
652,6,Wind,0.56
653,6,Wind,0.18
654,6,Wind,0.64
655,6,Wind,0.35
656,6,Wind,0.14
657,6,Wind,0.68
658,6,Wind,0.95
659,6,Wind,0.71
660,6,Wind,0.17
661,6,Wind,0.42
662,6,Wind,0.33
663,6,Wind,0.56
664,6,Wind,0.7
665,6,Wind,0.41
666,6,Wind,0.59
667,6,Wind,0.74
668,6,Wind,0.74
669,6,Wind,0.8
670,6,Wind,0.87
671,6,Wind,0.92
672,6,Wind,0.83
673,6,Wind,0.78
674,6,Wind,0.19
675,6,Wind,0.67
676,6,Wind,0.86
677,6,Wind,0.42
678,6,Wind,0.31
679,6,Wind,0.28
680,6,Wind,0.66
681,6,Wind,0.94
682,6,Wind,0.95
683,6,Wind,0.53
684,6,Wind,0.42
685,6,Wind,0.88
686,6,Wind,0.5
687,6,Wind,0.18
688,6,Wind,0.85
689,6,Wind,0.67
690,6,Wind,0.92
691,6,Wind,0.77
692,6,Wind,0.75
693,6,Wind,0.51
694,6,Wind,0.16
695,6,Wind,0.35
696,6,Wind,0.11
697,6,Wind,0.14
698,6,Wind,0.47
699,6,Wind,0.8
700,6,Wind,0.39
701,6,Wind,0.72
702,6,Wind,0.74
703,6,Wind,0.79
704,6,Wind,0.91
705,6,Wind,0.61
706,6,Wind,0.86
707,6,Wind,0.88
708,6,Wind,0.83
709,6,Wind,0.94
710,6,Wind,0.22
711,6,Wind,0.79
712,6,Wind,0.17
713,6,Wind,0.8
714,6,Wind,0.97
715,6,Wind,0.94
716,6,Wind,0.62
717,6,Wind,0.89
718,6,Wind,0.08
719,6,Wind,0.46
720,6,Wind,0.89
1,7,Wind,0.75
2,7,Wind,0.57
3,7,Wind,0.96
4,7,Wind,0.92
5,7,Wind,0.91
6,7,Wind,0.12
7,7,Wind,0.04
8,7,Wind,0.6
9,7,Wind,0.3
10,7,Wind,0.74
11,7,Wind,0.58
12,7,Wind,0.28
13,7,Wind,0.5
14,7,Wind,0.21
15,7,Wind,0.61
16,7,Wind,0.49
17,7,Wind,0.21
18,7,Wind,0.62
19,7,Wind,0.57
20,7,Wind,0.64
21,7,Wind,0.85
22,7,Wind,0.58
23,7,Wind,0.1
24,7,Wind,0.12
25,7,Wind,0.32
26,7,Wind,0.09
27,7,Wind,0.13
28,7,Wind,0.18
29,7,Wind,0.04
30,7,Wind,0.31
31,7,Wind,0.74
32,7,Wind,0.91
33,7,Wind,0.77
34,7,Wind,0.62
35,7,Wind,0.66
36,7,Wind,0.54
37,7,Wind,0.7
38,7,Wind,0.84
39,7,Wind,0.91
40,7,Wind,0.65
41,7,Wind,0.9
42,7,Wind,0.11
43,7,Wind,0.38
44,7,Wind,0.83
45,7,Wind,0.93
46,7,Wind,0.97
47,7,Wind,0.96
48,7,Wind,0.8
49,7,Wind,0.5
50,7,Wind,0.17
51,7,Wind,0.67
52,7,Wind,0.97
53,7,Wind,0.91
54,7,Wind,0.66
55,7,Wind,0.6
56,7,Wind,0.15
57,7,Wind,0.07
58,7,Wind,0.49
59,7,Wind,0.71
60,7,Wind,0.22
61,7,Wind,0.51
62,7,Wind,0.72
63,7,Wind,0.95
64,7,Wind,0.49
65,7,Wind,0.2
66,7,Wind,0.51
67,7,Wind,0.27
68,7,Wind,0.36
69,7,Wind,0.48
70,7,Wind,0.83
71,7,Wind,0.65
72,7,Wind,0.57
73,7,Wind,0.3
74,7,Wind,0.42
75,7,Wind,0.22
76,7,Wind,0.81
77,7,Wind,0.44
78,7,Wind,0.15
79,7,Wind,0.35
80,7,Wind,0.47
81,7,Wind,0.77
82,7,Wind,0.39
83,7,Wind,0.19
84,7,Wind,0.89
85,7,Wind,0.14
86,7,Wind,0.22
87,7,Wind,0.32
88,7,Wind,0.85
89,7,Wind,0.8
90,7,Wind,0.74
91,7,Wind,0.75
92,7,Wind,0.68
93,7,Wind,0.52
94,7,Wind,0.33
95,7,Wind,0.16
96,7,Wind,0.04
97,7,Wind,0.03
98,7,Wind,0.03
99,7,Wind,0.09
100,7,Wind,0.14
101,7,Wind,0.12
102,7,Wind,0.12
103,7,Wind,0.52
104,7,Wind,0.86
105,7,Wind,0.9
106,7,Wind,0.57
107,7,Wind,0.24
108,7,Wind,0.64
109,7,Wind,0.47
110,7,Wind,0.05
111,7,Wind,0.18
112,7,Wind,0.4
113,7,Wind,0.21
114,7,Wind,0.46
115,7,Wind,0.55
116,7,Wind,0.45
117,7,Wind,0.61
118,7,Wind,0.7
119,7,Wind,0.46
120,7,Wind,0.09
121,7,Wind,0.47
122,7,Wind,0.5
123,7,Wind,0.16
124,7,Wind,0.16
125,7,Wind,0.38
126,7,Wind,0.47
127,7,Wind,0.55
128,7,Wind,0.71
129,7,Wind,0.56
130,7,Wind,0.29
131,7,Wind,0.23
132,7,Wind,0.22
133,7,Wind,0.05
134,7,Wind,0.01
135,7,Wind,0.08
136,7,Wind,0.14
137,7,Wind,0.15
138,7,Wind,0.16
139,7,Wind,0.09
140,7,Wind,0.03
141,7,Wind,0.1
142,7,Wind,0.17
143,7,Wind,0.26
144,7,Wind,0.32
145,7,Wind,0.46
146,7,Wind,0.64
147,7,Wind,0.66
148,7,Wind,0.47
149,7,Wind,0.61
150,7,Wind,0.67
151,7,Wind,0.53
152,7,Wind,0.16
153,7,Wind,0.35
154,7,Wind,0.67
155,7,Wind,0.43
156,7,Wind,0.33
157,7,Wind,0.9
158,7,Wind,0.77
159,7,Wind,0.55
160,7,Wind,0.1
161,7,Wind,0.16
162,7,Wind,0.5
163,7,Wind,0.08
164,7,Wind,0.13
165,7,Wind,0.22
166,7,Wind,0.16
167,7,Wind,0.14
168,7,Wind,0.45
169,7,Wind,0.89
170,7,Wind,0.29
171,7,Wind,0.04
172,7,Wind,0.23
173,7,Wind,0.18
174,7,Wind,0.28
175,7,Wind,0.2
176,7,Wind,0.15
177,7,Wind,0.41
178,7,Wind,0.47
179,7,Wind,0.37
180,7,Wind,0.07
181,7,Wind,0.4
182,7,Wind,0.63
183,7,Wind,0.58
184,7,Wind,0.41
185,7,Wind,0.2
186,7,Wind,0.34
187,7,Wind,0.4
188,7,Wind,0.56
189,7,Wind,0.58
190,7,Wind,0.66
191,7,Wind,0.55
192,7,Wind,0.18
193,7,Wind,0.09
194,7,Wind,0.24
195,7,Wind,0.61
196,7,Wind,0.39
197,7,Wind,0.63
198,7,Wind,0.72
199,7,Wind,0.51
200,7,Wind,0.51
201,7,Wind,0.63
202,7,Wind,0.73
203,7,Wind,0.94
204,7,Wind,0.83
205,7,Wind,0.33
206,7,Wind,0.14
207,7,Wind,0.04
208,7,Wind,0.07
209,7,Wind,0.29
210,7,Wind,0.49
211,7,Wind,0.36
212,7,Wind,0.2
213,7,Wind,0.26
214,7,Wind,0.24
215,7,Wind,0.5
216,7,Wind,0.72
217,7,Wind,0.62
218,7,Wind,0.45
219,7,Wind,0.73
220,7,Wind,0.96
221,7,Wind,0.79
222,7,Wind,0.66
223,7,Wind,0.6
224,7,Wind,0.29
225,7,Wind,0.15
226,7,Wind,0.09
227,7,Wind,0.37
228,7,Wind,0.67
229,7,Wind,0.43
230,7,Wind,0.11
231,7,Wind,0.31
232,7,Wind,0.55
233,7,Wind,0.85
234,7,Wind,0.45
235,7,Wind,0.81
236,7,Wind,0.56
237,7,Wind,0.43
238,7,Wind,0.61
239,7,Wind,0.42
240,7,Wind,0.8
241,7,Wind,0.68
242,7,Wind,0.67
243,7,Wind,0.34
244,7,Wind,0.07
245,7,Wind,0.04
246,7,Wind,0.41
247,7,Wind,0.56
248,7,Wind,0.19
249,7,Wind,0.31
250,7,Wind,0.3
251,7,Wind,0.36
252,7,Wind,0.28
253,7,Wind,0.47
254,7,Wind,0.53
255,7,Wind,0.46
256,7,Wind,0.3
257,7,Wind,0.28
258,7,Wind,0.44
259,7,Wind,0.52
260,7,Wind,0.69
261,7,Wind,0.66
262,7,Wind,0.39
263,7,Wind,0.22
264,7,Wind,0.22
265,7,Wind,0.26
266,7,Wind,0.12
267,7,Wind,0.15
268,7,Wind,0.23
269,7,Wind,0.04
270,7,Wind,0.4
271,7,Wind,0.26
272,7,Wind,0.53
273,7,Wind,0.73
274,7,Wind,0.21
275,7,Wind,0.07
276,7,Wind,0.04
277,7,Wind,0.04
278,7,Wind,0.08
279,7,Wind,0.29
280,7,Wind,0.42
281,7,Wind,0.55
282,7,Wind,0.52
283,7,Wind,0.27
284,7,Wind,0.21
285,7,Wind,0.13
286,7,Wind,0.11
287,7,Wind,0.18
288,7,Wind,0.22
289,7,Wind,0.12
290,7,Wind,0.09
291,7,Wind,0.09
292,7,Wind,0.39
293,7,Wind,0.58
294,7,Wind,0.68
295,7,Wind,0.6
296,7,Wind,0.67
297,7,Wind,0.64
298,7,Wind,0.76
299,7,Wind,0.48
300,7,Wind,0.12
301,7,Wind,0.22
302,7,Wind,0.27
303,7,Wind,0.27
304,7,Wind,0.17
305,7,Wind,0.12
306,7,Wind,0.08
307,7,Wind,0.04
308,7,Wind,0.01
309,7,Wind,0.02
310,7,Wind,0.08
311,7,Wind,0.07
312,7,Wind,0.04
313,7,Wind,0.05
314,7,Wind,0.07
315,7,Wind,0.05
316,7,Wind,0.11
317,7,Wind,0.16
318,7,Wind,0.25
319,7,Wind,0.25
320,7,Wind,0.33
321,7,Wind,0.41
322,7,Wind,0.3
323,7,Wind,0.64
324,7,Wind,0.43
325,7,Wind,0.74
326,7,Wind,0.37
327,7,Wind,0.11
328,7,Wind,0.5
329,7,Wind,0.76
330,7,Wind,0.49
331,7,Wind,0.16
332,7,Wind,0.11
333,7,Wind,0.5
334,7,Wind,0.53
335,7,Wind,0.5
336,7,Wind,0.16
337,7,Wind,0.1
338,7,Wind,0.17
339,7,Wind,0.1
340,7,Wind,0.1
341,7,Wind,0.18
342,7,Wind,0.2
343,7,Wind,0.04
344,7,Wind,0.22
345,7,Wind,0.61
346,7,Wind,0.45
347,7,Wind,0.3
348,7,Wind,0.23
349,7,Wind,0.44
350,7,Wind,0.16
351,7,Wind,0.22
352,7,Wind,0.23
353,7,Wind,0.28
354,7,Wind,0.49
355,7,Wind,0.25
356,7,Wind,0.17
357,7,Wind,0.18
358,7,Wind,0.07
359,7,Wind,0.22
360,7,Wind,0.34
361,7,Wind,0.25
362,7,Wind,0.06
363,7,Wind,0.07
364,7,Wind,0.11
365,7,Wind,0.21
366,7,Wind,0.08
367,7,Wind,0.23
368,7,Wind,0.51
369,7,Wind,0.31
370,7,Wind,0.44
371,7,Wind,0.26
372,7,Wind,0.16
373,7,Wind,0.4
374,7,Wind,0.41
375,7,Wind,0.36
376,7,Wind,0.31
377,7,Wind,0.11
378,7,Wind,0.14
379,7,Wind,0.48
380,7,Wind,0.32
381,7,Wind,0.28
382,7,Wind,0.28
383,7,Wind,0.2
384,7,Wind,0.46
385,7,Wind,0.42
386,7,Wind,0.15
387,7,Wind,0.36
388,7,Wind,0.61
389,7,Wind,0.6
390,7,Wind,0.43
391,7,Wind,0.4
392,7,Wind,0.23
393,7,Wind,0.12
394,7,Wind,0.09
395,7,Wind,0.2
396,7,Wind,0.5
397,7,Wind,0.48
398,7,Wind,0.24
399,7,Wind,0.04
400,7,Wind,0.31
401,7,Wind,0.3
402,7,Wind,0.08
403,7,Wind,0.12
404,7,Wind,0.28
405,7,Wind,0.17
406,7,Wind,0.23
407,7,Wind,0.16
408,7,Wind,0.17
409,7,Wind,0.38
410,7,Wind,0.3
411,7,Wind,0.07
412,7,Wind,0.06
413,7,Wind,0.17
414,7,Wind,0.21
415,7,Wind,0.14
416,7,Wind,0.22
417,7,Wind,0.21
418,7,Wind,0.49
419,7,Wind,0.59
420,7,Wind,0.41
421,7,Wind,0.15
422,7,Wind,0.03
423,7,Wind,0.18
424,7,Wind,0.48
425,7,Wind,0.32
426,7,Wind,0.24
427,7,Wind,0.54
428,7,Wind,0.67
429,7,Wind,0.37
430,7,Wind,0.08
431,7,Wind,0.16
432,7,Wind,0.13
433,7,Wind,0.38
434,7,Wind,0.77
435,7,Wind,0.91
436,7,Wind,0.95
437,7,Wind,0.96
438,7,Wind,0.9
439,7,Wind,0.76
440,7,Wind,0.69
441,7,Wind,0.47
442,7,Wind,0.07
443,7,Wind,0.18
444,7,Wind,0.11
445,7,Wind,0.51
446,7,Wind,0.82
447,7,Wind,0.45
448,7,Wind,0.42
449,7,Wind,0.33
450,7,Wind,0.15
451,7,Wind,0.09
452,7,Wind,0.37
453,7,Wind,0.38
454,7,Wind,0.42
455,7,Wind,0.44
456,7,Wind,0.4
457,7,Wind,0.25
458,7,Wind,0.28
459,7,Wind,0.34
460,7,Wind,0.64
461,7,Wind,0.61
462,7,Wind,0.35
463,7,Wind,0.39
464,7,Wind,0.52
465,7,Wind,0.11
466,7,Wind,0.15
467,7,Wind,0.36
468,7,Wind,0.08
469,7,Wind,0.19
470,7,Wind,0.18
471,7,Wind,0.23
472,7,Wind,0.06
473,7,Wind,0.06
474,7,Wind,0.12
475,7,Wind,0.46
476,7,Wind,0.44
477,7,Wind,0.21
478,7,Wind,0.03
479,7,Wind,0.11
480,7,Wind,0.04
481,7,Wind,0.08
482,7,Wind,0.07
483,7,Wind,0.26
484,7,Wind,0.57
485,7,Wind,0.29
486,7,Wind,0.38
487,7,Wind,0.69
488,7,Wind,0.65
489,7,Wind,0.47
490,7,Wind,0.39
491,7,Wind,0.55
492,7,Wind,0.4
493,7,Wind,0.24
494,7,Wind,0.14
495,7,Wind,0.24
496,7,Wind,0.25
497,7,Wind,0.23
498,7,Wind,0.05
499,7,Wind,0.07
500,7,Wind,0.24
501,7,Wind,0.73
502,7,Wind,0.55
503,7,Wind,0.44
504,7,Wind,0.06
505,7,Wind,0.16
506,7,Wind,0.27
507,7,Wind,0.62
508,7,Wind,0.72
509,7,Wind,0.51
510,7,Wind,0.8
511,7,Wind,0.53
512,7,Wind,0.24
513,7,Wind,0.39
514,7,Wind,0.53
515,7,Wind,0.88
516,7,Wind,0.85
517,7,Wind,0.76
518,7,Wind,0.59
519,7,Wind,0.26
520,7,Wind,0.5
521,7,Wind,0.4
522,7,Wind,0.18
523,7,Wind,0.39
524,7,Wind,0.4
525,7,Wind,0.11
526,7,Wind,0.46
527,7,Wind,0.27
528,7,Wind,0.07
529,7,Wind,0.35
530,7,Wind,0.44
531,7,Wind,0.31
532,7,Wind,0.1
533,7,Wind,0.08
534,7,Wind,0.22
535,7,Wind,0.36
536,7,Wind,0.66
537,7,Wind,0.75
538,7,Wind,0.3
539,7,Wind,0.07
540,7,Wind,0.41
541,7,Wind,0.35
542,7,Wind,0.77
543,7,Wind,0.88
544,7,Wind,0.89
545,7,Wind,0.72
546,7,Wind,0.64
547,7,Wind,0.52
548,7,Wind,0.4
549,7,Wind,0.33
550,7,Wind,0.39
551,7,Wind,0.37
552,7,Wind,0.91
553,7,Wind,0.93
554,7,Wind,0.93
555,7,Wind,0.35
556,7,Wind,0.92
557,7,Wind,0.85
558,7,Wind,0.44
559,7,Wind,0.26
560,7,Wind,0.05
561,7,Wind,0.06
562,7,Wind,0.15
563,7,Wind,0.06
564,7,Wind,0.08
565,7,Wind,0.28
566,7,Wind,0.49
567,7,Wind,0.64
568,7,Wind,0.63
569,7,Wind,0.65
570,7,Wind,0.67
571,7,Wind,0.79
572,7,Wind,0.7
573,7,Wind,0.41
574,7,Wind,0.32
575,7,Wind,0.42
576,7,Wind,0.31
577,7,Wind,0.36
578,7,Wind,0.22
579,7,Wind,0.2
580,7,Wind,0.11
581,7,Wind,0.01
582,7,Wind,0.09
583,7,Wind,0.2
584,7,Wind,0.27
585,7,Wind,0.28
586,7,Wind,0.39
587,7,Wind,0.36
588,7,Wind,0.39
589,7,Wind,0.66
590,7,Wind,0.84
591,7,Wind,0.8
592,7,Wind,0.76
593,7,Wind,0.76
594,7,Wind,0.42
595,7,Wind,0.57
596,7,Wind,0.69
597,7,Wind,0.65
598,7,Wind,0.55
599,7,Wind,0.5
600,7,Wind,0.23
601,7,Wind,0.09
602,7,Wind,0.02
603,7,Wind,0.09
604,7,Wind,0.19
605,7,Wind,0.27
606,7,Wind,0.17
607,7,Wind,0.17
608,7,Wind,0.1
609,7,Wind,0.04
610,7,Wind,0.06
611,7,Wind,0.3
612,7,Wind,0.59
613,7,Wind,0.68
614,7,Wind,0.56
615,7,Wind,0.58
616,7,Wind,0.73
617,7,Wind,0.7
618,7,Wind,0.55
619,7,Wind,0.18
620,7,Wind,0.13
621,7,Wind,0.1
